id,date,month,category,region,channel,quantity,amount
50583,2025-07-20,jul,dining,west,in_store,3,98.93
50584,2025-07-27,jul,electronics,south,in_store,4,1636.58
50585,2025-07-22,jul,coffee,east,online,5,9.68
50586,2025-07-07,jul,electronics,north,in_store,1,1632.68
50587,2025-07-04,jul,dining,west,online,1,127.93
50588,2025-07-09,jul,groceries,east,in_store,4,126.64
50589,2025-07-14,jul,groceries,north,in_store,1,40.16
50590,2025-07-14,jul,utilities,north,in_store,1,107.51
50591,2025-07-21,jul,coffee,north,in_store,2,9.91
50592,2025-07-21,jul,transport,north,in_store,3,65.95
50593,2025-07-12,jul,coffee,west,online,4,12.20
50594,2025-07-08,jul,transport,east,in_store,3,55.48
50595,2025-07-22,jul,coffee,north,in_store,2,5.49
50596,2025-07-14,jul,electronics,west,in_store,3,1196.30
50597,2025-07-17,jul,dining,north,online,5,43.95
50598,2025-07-18,jul,groceries,south,in_store,4,71.25
50599,2025-07-09,jul,groceries,north,online,4,14.11
50600,2025-07-16,jul,coffee,east,in_store,5,7.40
50601,2025-07-16,jul,groceries,east,in_store,2,133.76
50602,2025-07-10,jul,groceries,north,in_store,3,19.00
50603,2025-07-26,jul,groceries,east,online,5,133.10
50604,2025-07-10,jul,transport,south,in_store,3,18.73
50605,2025-07-30,jul,groceries,east,online,3,137.19
50606,2025-07-11,jul,dining,west,in_store,5,122.23
50607,2025-07-17,jul,coffee,west,in_store,1,13.22
50608,2025-07-05,jul,groceries,north,online,2,106.78
50609,2025-07-18,jul,transport,east,in_store,4,64.13
50610,2025-07-08,jul,coffee,east,online,5,10.78
50611,2025-07-09,jul,dining,north,online,1,76.84
50612,2025-07-01,jul,transport,west,online,5,63.21
50613,2025-07-26,jul,groceries,west,online,4,12.34
50614,2025-07-03,jul,coffee,south,in_store,1,7.10
50615,2025-07-25,jul,coffee,north,online,4,5.23
50616,2025-07-20,jul,coffee,east,in_store,4,11.83
50617,2025-07-07,jul,transport,north,in_store,1,56.06
50618,2025-07-31,jul,electronics,north,online,1,1633.23
50619,2025-07-03,jul,electronics,east,online,1,2174.68
50620,2025-07-30,jul,groceries,west,in_store,2,142.11
50621,2025-07-15,jul,coffee,south,in_store,2,13.14
50622,2025-07-02,jul,coffee,east,in_store,3,5.99
50623,2025-07-11,jul,dining,north,online,3,94.34
50624,2025-07-05,jul,travel,north,in_store,3,625.51
50625,2025-07-17,jul,groceries,north,online,3,158.11
50626,2025-07-09,jul,groceries,north,in_store,4,166.44
50627,2025-07-31,jul,coffee,north,online,2,8.71
50628,2025-07-05,jul,transport,east,in_store,4,22.02
50629,2025-07-30,jul,utilities,west,online,1,219.43
50630,2025-07-13,jul,groceries,north,in_store,2,206.51
50631,2025-07-06,jul,coffee,north,online,5,7.98
50632,2025-07-25,jul,groceries,west,online,2,106.22
50633,2025-07-23,jul,groceries,south,online,4,66.19
50634,2025-07-27,jul,groceries,west,online,4,86.78
50635,2025-07-10,jul,groceries,south,online,5,68.09
50636,2025-07-21,jul,groceries,north,online,1,70.04
50637,2025-07-15,jul,coffee,north,online,3,4.36
50638,2025-07-13,jul,utilities,west,in_store,2,320.16
50639,2025-07-31,jul,groceries,north,online,4,112.92
50640,2025-07-23,jul,groceries,south,in_store,2,50.10
50641,2025-07-06,jul,groceries,west,in_store,3,123.25
50642,2025-07-20,jul,coffee,south,in_store,4,5.17
50643,2025-07-18,jul,dining,east,online,5,122.28
50644,2025-07-11,jul,coffee,west,in_store,2,13.42
50645,2025-07-09,jul,transport,south,online,1,60.21
50646,2025-07-18,jul,utilities,west,in_store,2,218.97
50647,2025-07-18,jul,transport,north,online,3,56.56
50648,2025-07-15,jul,groceries,east,online,4,137.56
50649,2025-07-03,jul,coffee,south,in_store,5,13.86
50650,2025-07-26,jul,groceries,north,in_store,3,81.73
50651,2025-07-05,jul,groceries,west,online,4,208.23
50652,2025-07-22,jul,transport,east,online,4,47.43
50653,2025-07-02,jul,electronics,west,online,4,838.48
50654,2025-07-08,jul,groceries,north,online,1,10.85
50655,2025-07-31,jul,coffee,north,online,1,13.96
50656,2025-07-28,jul,groceries,south,in_store,3,218.01
50657,2025-07-07,jul,groceries,west,in_store,4,86.52
50658,2025-07-23,jul,groceries,south,online,3,69.30
50659,2025-07-02,jul,transport,east,online,4,68.12
50660,2025-07-05,jul,groceries,north,online,2,73.88
50661,2025-07-05,jul,groceries,west,in_store,5,80.65
50662,2025-07-05,jul,transport,north,in_store,5,4.90
50663,2025-07-29,jul,transport,east,online,2,44.61
50664,2025-07-15,jul,groceries,south,in_store,4,52.52
50665,2025-07-24,jul,groceries,south,in_store,4,185.89
50666,2025-07-01,jul,transport,west,online,1,21.08
50667,2025-07-30,jul,groceries,south,in_store,5,215.08
50668,2025-07-28,jul,groceries,west,in_store,3,81.88
50669,2025-07-13,jul,coffee,south,online,3,12.29
50670,2025-07-03,jul,groceries,north,in_store,3,108.38
50671,2025-07-07,jul,dining,west,in_store,1,74.24
50672,2025-07-25,jul,groceries,south,online,5,179.17
50673,2025-07-07,jul,dining,west,in_store,5,129.12
50674,2025-07-22,jul,dining,north,in_store,3,101.00
50675,2025-07-31,jul,electronics,south,in_store,4,1292.18
50676,2025-07-24,jul,dining,east,in_store,5,177.75
50677,2025-07-30,jul,groceries,north,online,5,52.60
50678,2025-07-20,jul,coffee,west,in_store,4,10.50
50679,2025-07-25,jul,groceries,west,in_store,5,71.33
50680,2025-07-01,jul,transport,north,in_store,4,71.75
50681,2025-07-03,jul,travel,north,in_store,1,1634.22
50682,2025-07-01,jul,utilities,north,in_store,3,239.64
50683,2025-07-25,jul,groceries,north,online,3,166.12
50684,2025-07-31,jul,groceries,east,in_store,2,103.03
50685,2025-07-22,jul,electronics,west,in_store,1,1404.94
50686,2025-07-12,jul,utilities,south,in_store,1,378.34
50687,2025-07-30,jul,groceries,east,in_store,4,150.38
50688,2025-07-14,jul,groceries,north,online,2,157.09
50689,2025-07-29,jul,transport,east,in_store,5,92.02
50690,2025-07-19,jul,transport,north,in_store,1,4.05
50691,2025-07-06,jul,groceries,west,online,4,145.64
50692,2025-07-03,jul,coffee,west,in_store,2,11.66
50693,2025-07-22,jul,utilities,east,in_store,5,405.34
50694,2025-07-14,jul,utilities,north,in_store,2,174.08
50695,2025-07-14,jul,dining,north,online,5,62.76
50696,2025-07-24,jul,coffee,north,in_store,2,10.87
50697,2025-07-23,jul,groceries,south,online,5,18.15
50698,2025-07-10,jul,coffee,south,in_store,5,4.52
50699,2025-07-17,jul,electronics,east,in_store,1,1277.56
50700,2025-07-28,jul,utilities,east,online,3,371.94
50701,2025-07-09,jul,coffee,south,online,4,11.36
50702,2025-07-15,jul,coffee,east,online,5,5.80
50703,2025-07-06,jul,dining,south,in_store,3,47.90
50704,2025-07-28,jul,transport,north,in_store,1,55.85
50705,2025-07-19,jul,electronics,west,in_store,1,1088.05
50706,2025-07-06,jul,transport,west,in_store,3,5.91
50707,2025-07-13,jul,transport,north,online,4,68.08
50708,2025-07-19,jul,utilities,north,online,2,206.16
50709,2025-07-13,jul,groceries,south,in_store,5,83.45
50710,2025-07-31,jul,dining,south,online,1,41.03
50711,2025-07-21,jul,groceries,east,in_store,1,140.28
50712,2025-07-07,jul,utilities,east,online,4,113.57
50713,2025-07-03,jul,coffee,north,in_store,2,3.17
50714,2025-07-21,jul,groceries,north,in_store,2,16.57
50715,2025-07-04,jul,groceries,east,in_store,1,67.91
50716,2025-07-20,jul,coffee,east,in_store,4,6.91
50717,2025-07-08,jul,dining,east,in_store,1,160.00
50718,2025-07-11,jul,groceries,west,in_store,2,29.32
50719,2025-07-17,jul,electronics,west,online,3,1471.92
50720,2025-07-05,jul,coffee,east,online,2,5.69
50721,2025-07-02,jul,transport,north,in_store,2,48.39
50722,2025-07-25,jul,electronics,north,online,1,1589.16
50723,2025-07-27,jul,transport,west,online,1,16.51
50724,2025-07-20,jul,groceries,south,online,5,209.38
50725,2025-07-17,jul,coffee,west,online,3,10.52
50726,2025-07-27,jul,groceries,north,in_store,2,126.04
50727,2025-07-18,jul,electronics,south,in_store,3,439.48
50728,2025-07-03,jul,transport,north,in_store,3,10.77
50729,2025-07-20,jul,groceries,south,in_store,5,197.17
50730,2025-07-27,jul,utilities,south,online,3,142.07
50731,2025-07-18,jul,dining,north,in_store,2,135.82
50732,2025-07-10,jul,transport,south,in_store,4,78.28
50733,2025-07-26,jul,travel,west,online,3,3248.03
50734,2025-07-14,jul,coffee,east,in_store,1,8.10
50735,2025-07-12,jul,utilities,east,in_store,3,87.29
50736,2025-07-20,jul,transport,east,in_store,5,19.43
50737,2025-07-08,jul,coffee,east,in_store,1,4.19
50738,2025-07-06,jul,groceries,east,in_store,4,91.69
50739,2025-07-10,jul,groceries,south,in_store,3,106.55
50740,2025-07-14,jul,electronics,west,online,1,1205.38
50741,2025-07-31,jul,groceries,west,online,4,211.66
50742,2025-07-21,jul,groceries,east,online,1,86.30
50743,2025-07-12,jul,electronics,east,online,4,2161.88
50744,2025-07-29,jul,coffee,south,in_store,2,7.46
50745,2025-07-02,jul,groceries,south,online,2,132.12
50746,2025-07-01,jul,coffee,west,online,3,13.30
50747,2025-07-10,jul,transport,south,online,5,7.40
50748,2025-07-09,jul,dining,west,online,4,81.50
50749,2025-07-10,jul,dining,north,online,2,71.28
50750,2025-07-07,jul,electronics,north,online,2,960.19
50751,2025-07-29,jul,groceries,south,online,2,61.47
50752,2025-07-26,jul,electronics,west,in_store,1,421.36
50753,2025-07-26,jul,transport,south,in_store,5,7.59
50754,2025-07-22,jul,utilities,north,in_store,3,366.94
50755,2025-07-29,jul,transport,north,in_store,3,4.89
50756,2025-07-31,jul,groceries,west,in_store,5,34.07
50757,2025-07-22,jul,groceries,west,online,3,140.29
50758,2025-07-30,jul,transport,south,online,4,4.82
50759,2025-07-17,jul,transport,east,online,3,86.16
50760,2025-07-10,jul,electronics,east,in_store,5,1306.36
50761,2025-07-10,jul,groceries,south,online,3,181.01
50762,2025-07-31,jul,coffee,north,in_store,3,3.51
50763,2025-07-29,jul,utilities,east,in_store,1,373.33
50764,2025-07-06,jul,coffee,east,in_store,2,7.76
50765,2025-07-06,jul,dining,west,online,2,29.36
50766,2025-07-05,jul,transport,north,online,2,46.02
50767,2025-07-26,jul,transport,south,online,2,22.64
50768,2025-07-22,jul,dining,north,in_store,4,101.36
50769,2025-07-11,jul,rent,east,in_store,1,911.99
50770,2025-07-20,jul,coffee,north,in_store,4,3.28
50771,2025-07-09,jul,groceries,east,online,1,166.01
50772,2025-07-21,jul,coffee,north,in_store,5,9.71
50773,2025-07-22,jul,groceries,east,in_store,5,127.09
50774,2025-07-28,jul,travel,west,in_store,4,2191.37
50775,2025-07-28,jul,dining,west,online,1,152.15
50776,2025-07-10,jul,electronics,north,in_store,4,1671.73
50777,2025-07-07,jul,groceries,east,in_store,1,216.49
50778,2025-07-18,jul,electronics,west,online,5,1748.15
50779,2025-07-15,jul,rent,west,in_store,2,2371.80
50780,2025-07-26,jul,groceries,west,online,4,138.99
50781,2025-07-27,jul,groceries,north,in_store,1,212.46
50782,2025-07-06,jul,utilities,west,in_store,1,237.24
50783,2025-07-31,jul,groceries,north,in_store,1,81.41
50784,2025-07-05,jul,transport,south,online,5,78.04
50785,2025-07-31,jul,utilities,south,in_store,1,413.40
50786,2025-07-16,jul,electronics,east,online,1,999.26
50787,2025-07-14,jul,transport,east,in_store,4,52.51
50788,2025-07-29,jul,transport,east,online,2,34.03
50789,2025-07-28,jul,groceries,east,in_store,2,67.79
50790,2025-07-25,jul,coffee,south,in_store,3,7.79
50791,2025-07-10,jul,transport,east,in_store,5,26.82
50792,2025-07-14,jul,dining,east,online,5,162.34
50793,2025-07-29,jul,transport,west,in_store,4,14.64
50794,2025-07-20,jul,groceries,west,in_store,1,96.25
50795,2025-07-04,jul,groceries,north,in_store,5,219.02
50796,2025-07-16,jul,dining,south,in_store,5,174.92
50797,2025-07-03,jul,coffee,north,online,3,6.70
50798,2025-07-12,jul,dining,west,online,3,133.08
50799,2025-07-22,jul,dining,south,in_store,4,117.46
50800,2025-07-31,jul,coffee,south,in_store,2,5.94
50801,2025-07-05,jul,groceries,north,in_store,4,50.23
50802,2025-07-03,jul,groceries,south,in_store,5,193.17
50803,2025-07-08,jul,groceries,west,online,4,40.76
50804,2025-07-23,jul,dining,west,in_store,5,43.40
50805,2025-07-09,jul,groceries,west,in_store,1,206.89
50806,2025-07-07,jul,utilities,west,in_store,5,64.82
50807,2025-07-25,jul,utilities,south,in_store,1,80.16
50808,2025-07-28,jul,utilities,west,in_store,2,268.47
50809,2025-07-24,jul,coffee,north,online,3,13.73
50810,2025-07-19,jul,dining,west,in_store,2,99.22
50811,2025-07-23,jul,groceries,east,in_store,5,8.03
50812,2025-07-03,jul,groceries,north,online,5,72.33
50813,2025-07-18,jul,groceries,south,online,5,195.53
50814,2025-07-07,jul,electronics,east,in_store,1,1720.59
50815,2025-07-10,jul,groceries,west,in_store,2,152.24
50816,2025-07-10,jul,transport,east,in_store,3,20.59
50817,2025-07-17,jul,groceries,west,in_store,3,85.60
50818,2025-07-25,jul,transport,south,in_store,4,9.25
50819,2025-07-17,jul,electronics,north,online,3,1684.43
50820,2025-07-27,jul,coffee,south,online,5,11.91
50821,2025-07-10,jul,utilities,north,online,2,156.81
50822,2025-07-26,jul,coffee,east,in_store,3,8.08
50823,2025-07-19,jul,groceries,east,in_store,4,25.07
50824,2025-07-15,jul,groceries,south,online,1,118.81
50825,2025-07-18,jul,dining,west,in_store,2,142.42
50826,2025-07-28,jul,transport,west,online,5,92.06
50827,2025-07-31,jul,utilities,south,online,1,62.47
50828,2025-07-04,jul,dining,west,online,1,166.34
50829,2025-07-25,jul,groceries,west,in_store,3,111.73
50830,2025-07-09,jul,dining,east,in_store,4,63.99
50831,2025-07-14,jul,groceries,west,in_store,3,130.78
50832,2025-07-30,jul,coffee,north,online,5,7.94
50833,2025-07-06,jul,electronics,east,online,4,2211.82
50834,2025-07-23,jul,groceries,north,in_store,3,214.03
50835,2025-07-09,jul,coffee,south,in_store,2,5.96
50836,2025-07-21,jul,groceries,north,online,5,194.46
50837,2025-07-18,jul,coffee,west,in_store,2,3.40
50838,2025-07-08,jul,electronics,east,in_store,5,925.99
50839,2025-07-05,jul,groceries,south,online,4,53.20
50840,2025-07-05,jul,transport,south,in_store,4,16.42
50841,2025-07-10,jul,utilities,east,in_store,2,258.34
50842,2025-07-30,jul,groceries,west,online,3,151.67
50843,2025-07-01,jul,groceries,north,in_store,5,33.30
50844,2025-07-16,jul,transport,south,in_store,3,63.05
50845,2025-07-27,jul,groceries,east,in_store,1,214.34
50846,2025-07-14,jul,transport,north,in_store,1,78.02
50847,2025-07-16,jul,coffee,south,in_store,1,11.96
50848,2025-07-29,jul,utilities,north,online,4,365.29
50849,2025-07-10,jul,transport,north,online,5,86.10
50850,2025-07-22,jul,dining,south,online,5,161.92
50851,2025-07-10,jul,transport,north,online,2,25.34
50852,2025-07-13,jul,groceries,north,online,3,209.37
50853,2025-07-01,jul,groceries,west,in_store,2,127.38
50854,2025-07-11,jul,coffee,south,in_store,2,12.38
50855,2025-07-16,jul,utilities,south,online,3,76.99
50856,2025-07-16,jul,electronics,south,in_store,4,855.55
50857,2025-07-10,jul,groceries,south,in_store,2,165.07
50858,2025-07-24,jul,rent,north,in_store,1,1452.20
50859,2025-07-12,jul,utilities,west,in_store,1,81.16
50860,2025-07-14,jul,travel,south,in_store,2,827.52
50861,2025-07-13,jul,groceries,north,online,1,145.23
50862,2025-07-02,jul,transport,west,in_store,4,60.67
50863,2025-07-14,jul,groceries,north,online,1,93.59
50864,2025-07-02,jul,coffee,west,online,3,9.50
50865,2025-07-06,jul,groceries,south,online,2,92.55
50866,2025-07-24,jul,electronics,south,in_store,2,156.25
50867,2025-07-29,jul,groceries,south,in_store,5,66.69
50868,2025-07-03,jul,transport,west,in_store,5,42.31
50869,2025-07-15,jul,utilities,west,online,3,390.76
50870,2025-07-20,jul,transport,south,in_store,1,21.50
50871,2025-07-20,jul,coffee,south,in_store,5,11.47
50872,2025-07-01,jul,dining,east,online,5,122.40
50873,2025-07-13,jul,groceries,south,online,5,185.48
50874,2025-07-30,jul,electronics,south,online,3,2126.21
50875,2025-07-03,jul,groceries,north,in_store,3,136.82
50876,2025-07-13,jul,coffee,north,online,3,9.74
50877,2025-07-14,jul,groceries,south,online,2,94.98
50878,2025-07-13,jul,groceries,south,in_store,1,98.08
50879,2025-07-19,jul,coffee,west,online,2,6.87
50880,2025-07-16,jul,groceries,south,in_store,5,105.73
50881,2025-07-01,jul,groceries,south,in_store,4,48.34
50882,2025-07-31,jul,transport,east,in_store,3,75.21
50883,2025-07-12,jul,transport,west,online,1,83.42
50884,2025-07-03,jul,groceries,south,in_store,2,63.19
50885,2025-07-25,jul,coffee,south,in_store,4,11.68
50886,2025-07-24,jul,coffee,east,in_store,2,6.42
50887,2025-07-10,jul,coffee,south,in_store,3,12.80
50888,2025-07-12,jul,transport,south,in_store,3,34.40
50889,2025-07-23,jul,dining,west,online,4,99.88
50890,2025-07-04,jul,dining,west,online,1,121.68
50891,2025-07-27,jul,groceries,east,in_store,2,173.33
50892,2025-07-04,jul,electronics,west,online,2,1843.76
50893,2025-07-16,jul,electronics,east,online,1,1253.44
50894,2025-07-27,jul,electronics,east,online,1,2381.95
50895,2025-07-05,jul,dining,south,in_store,4,159.48
50896,2025-07-27,jul,utilities,north,in_store,5,86.85
50897,2025-07-19,jul,groceries,north,online,2,63.04
50898,2025-07-25,jul,coffee,west,online,5,5.21
50899,2025-07-13,jul,transport,west,in_store,1,32.87
50900,2025-07-06,jul,transport,south,online,1,60.17
50901,2025-07-25,jul,groceries,east,online,4,30.65
50902,2025-07-07,jul,groceries,east,online,4,85.22
50903,2025-07-21,jul,groceries,east,in_store,4,64.77
50904,2025-07-31,jul,transport,west,in_store,2,21.12
50905,2025-07-07,jul,dining,north,online,2,85.81
50906,2025-07-10,jul,coffee,north,in_store,2,4.96
50907,2025-07-13,jul,transport,south,online,2,58.18
50908,2025-07-26,jul,travel,west,online,3,2029.42
50909,2025-07-08,jul,coffee,west,in_store,1,7.38
50910,2025-07-13,jul,dining,south,online,2,24.66
50911,2025-07-20,jul,groceries,west,online,5,183.86
50912,2025-07-19,jul,groceries,west,online,4,130.08
50913,2025-07-18,jul,rent,east,in_store,2,1981.85
50914,2025-07-16,jul,groceries,north,in_store,1,172.74
50915,2025-07-25,jul,utilities,west,in_store,2,197.58
50916,2025-07-31,jul,dining,north,in_store,2,143.17
50917,2025-07-01,jul,coffee,north,online,1,5.13
50918,2025-07-04,jul,transport,west,in_store,3,20.51
50919,2025-07-29,jul,groceries,south,in_store,1,213.83
50920,2025-07-03,jul,groceries,south,in_store,4,23.07
50921,2025-07-27,jul,groceries,north,in_store,3,17.96
50922,2025-07-04,jul,coffee,west,online,4,7.49
50923,2025-07-17,jul,groceries,west,online,4,149.71
50924,2025-07-06,jul,dining,north,online,1,60.87
50925,2025-07-09,jul,dining,north,in_store,1,19.77
50926,2025-07-10,jul,coffee,south,online,4,5.72
50927,2025-07-30,jul,groceries,west,online,2,131.48
50928,2025-07-01,jul,dining,north,in_store,4,135.11
50929,2025-07-26,jul,groceries,west,in_store,4,194.56
50930,2025-07-29,jul,transport,south,online,2,12.46
50931,2025-07-10,jul,groceries,west,in_store,2,56.41
50932,2025-07-02,jul,dining,east,online,4,98.89
50933,2025-07-04,jul,utilities,east,in_store,4,299.45
50934,2025-07-06,jul,dining,east,in_store,4,78.03
50935,2025-07-26,jul,transport,north,in_store,5,39.26
50936,2025-07-20,jul,coffee,west,in_store,4,6.09
50937,2025-07-13,jul,groceries,south,online,4,125.09
50938,2025-07-22,jul,groceries,east,online,3,70.09
50939,2025-07-03,jul,coffee,east,online,2,10.16
50940,2025-07-10,jul,groceries,north,in_store,3,116.45
50941,2025-07-09,jul,coffee,east,online,1,5.09
50942,2025-07-26,jul,groceries,west,in_store,5,148.99
50943,2025-07-18,jul,coffee,north,in_store,5,12.94
50944,2025-07-12,jul,groceries,west,in_store,1,178.34
50945,2025-07-15,jul,utilities,south,in_store,1,272.20
50946,2025-07-27,jul,dining,south,in_store,2,151.93
50947,2025-07-31,jul,coffee,west,online,3,10.65
50948,2025-07-20,jul,groceries,west,in_store,4,20.71
50949,2025-07-27,jul,coffee,east,in_store,5,8.95
50950,2025-07-27,jul,groceries,west,online,2,183.84
50951,2025-07-22,jul,coffee,west,in_store,5,7.66
50952,2025-07-06,jul,groceries,north,in_store,4,103.22
50953,2025-07-02,jul,groceries,east,in_store,1,205.71
50954,2025-07-18,jul,coffee,west,online,4,6.03
50955,2025-07-01,jul,groceries,west,online,3,33.31
50956,2025-07-05,jul,coffee,west,in_store,5,4.49
50957,2025-07-07,jul,coffee,south,in_store,3,5.99
50958,2025-07-24,jul,dining,east,in_store,4,146.85
50959,2025-07-07,jul,coffee,east,in_store,1,13.56
50960,2025-07-23,jul,groceries,north,in_store,4,155.94
50961,2025-07-13,jul,coffee,south,in_store,3,10.25
50962,2025-07-12,jul,dining,south,online,3,160.97
50963,2025-07-22,jul,utilities,south,online,2,264.36
50964,2025-07-28,jul,transport,east,in_store,5,51.16
50965,2025-07-01,jul,electronics,south,in_store,4,1232.62
50966,2025-07-07,jul,groceries,east,online,2,210.94
50967,2025-07-12,jul,utilities,east,in_store,3,69.93
50968,2025-07-18,jul,electronics,east,online,2,117.82
50969,2025-07-06,jul,groceries,west,online,2,8.03
50970,2025-07-27,jul,dining,west,in_store,3,29.79
50971,2025-07-12,jul,transport,east,online,2,51.13
50972,2025-07-28,jul,groceries,south,in_store,2,169.03
50973,2025-07-14,jul,electronics,west,online,1,1036.17
50974,2025-07-24,jul,groceries,south,in_store,3,40.90
50975,2025-07-22,jul,groceries,north,in_store,2,62.64
50976,2025-07-04,jul,coffee,south,online,5,7.63
50977,2025-07-25,jul,groceries,west,in_store,1,101.07
50978,2025-07-06,jul,dining,west,in_store,2,22.18
50979,2025-07-16,jul,groceries,west,online,5,81.39
50980,2025-07-30,jul,dining,west,online,3,88.18
50981,2025-07-31,jul,groceries,north,online,3,124.68
50982,2025-07-04,jul,coffee,east,online,4,10.11
50983,2025-07-04,jul,coffee,west,online,3,4.81
50984,2025-07-31,jul,utilities,north,online,4,342.89
50985,2025-07-15,jul,transport,north,online,1,21.46
50986,2025-07-25,jul,groceries,east,in_store,4,55.13
50987,2025-07-07,jul,dining,south,online,5,17.95
50988,2025-07-09,jul,dining,east,online,1,103.82
50989,2025-07-31,jul,electronics,east,online,1,1203.67
50990,2025-07-08,jul,dining,south,in_store,4,83.72
50991,2025-07-11,jul,travel,east,in_store,2,2020.64
50992,2025-07-16,jul,groceries,west,in_store,5,112.59
50993,2025-07-28,jul,coffee,north,online,5,8.26
50994,2025-07-19,jul,utilities,east,online,2,306.29
50995,2025-07-17,jul,electronics,east,in_store,4,2018.96
50996,2025-07-26,jul,groceries,south,in_store,3,127.61
50997,2025-07-14,jul,dining,east,in_store,4,43.08
50998,2025-07-01,jul,coffee,south,in_store,2,3.63
50999,2025-07-03,jul,electronics,south,online,2,67.02
51000,2025-07-31,jul,groceries,north,online,5,148.75
51001,2025-07-16,jul,groceries,south,online,2,138.88
51002,2025-07-26,jul,travel,north,in_store,3,890.22
51003,2025-07-03,jul,electronics,west,in_store,4,2254.81
51004,2025-07-15,jul,groceries,west,in_store,1,208.99
51005,2025-07-16,jul,coffee,north,online,4,12.19
51006,2025-07-24,jul,groceries,west,in_store,5,103.24
51007,2025-07-23,jul,transport,north,online,5,17.61
51008,2025-07-13,jul,coffee,east,online,5,11.21
51009,2025-07-30,jul,rent,south,online,4,1349.31
51010,2025-07-18,jul,travel,south,online,4,2006.75
51011,2025-07-24,jul,coffee,west,in_store,3,7.39
51012,2025-07-12,jul,coffee,south,in_store,4,10.38
51013,2025-07-10,jul,transport,west,online,1,21.10
51014,2025-07-28,jul,transport,north,in_store,2,68.44
51015,2025-07-26,jul,travel,south,online,5,2585.48
51016,2025-07-02,jul,travel,west,online,5,2609.39
51017,2025-07-06,jul,coffee,east,in_store,2,13.39
51018,2025-07-20,jul,dining,east,in_store,5,117.81
51019,2025-07-14,jul,dining,west,online,1,134.58
51020,2025-07-05,jul,utilities,south,online,1,369.45
51021,2025-07-07,jul,groceries,east,in_store,4,22.33
51022,2025-07-16,jul,transport,north,online,5,54.86
51023,2025-07-24,jul,utilities,south,in_store,5,222.34
51024,2025-07-08,jul,transport,south,in_store,4,68.17
51025,2025-07-29,jul,transport,south,in_store,4,57.20
51026,2025-07-22,jul,rent,east,in_store,3,1601.25
51027,2025-07-16,jul,coffee,west,in_store,4,9.72
51028,2025-07-29,jul,groceries,east,online,1,106.45
51029,2025-07-14,jul,groceries,south,in_store,4,56.29
51030,2025-07-21,jul,transport,west,in_store,1,47.38
51031,2025-07-15,jul,coffee,west,online,2,5.65
51032,2025-07-15,jul,groceries,south,in_store,1,67.15
51033,2025-07-17,jul,groceries,west,online,2,172.80
51034,2025-07-22,jul,dining,west,in_store,5,166.41
51035,2025-07-26,jul,transport,west,in_store,4,86.48
51036,2025-07-21,jul,groceries,west,online,1,204.54
51037,2025-07-30,jul,coffee,west,online,1,7.53
51038,2025-07-29,jul,groceries,north,online,2,201.88
51039,2025-07-22,jul,utilities,west,in_store,5,215.58
51040,2025-07-01,jul,transport,north,online,1,41.13
51041,2025-07-22,jul,coffee,east,in_store,2,10.31
51042,2025-07-26,jul,groceries,west,online,4,205.07
51043,2025-07-09,jul,utilities,west,online,5,259.16
51044,2025-07-04,jul,coffee,east,online,3,3.75
51045,2025-07-07,jul,utilities,west,in_store,3,106.84
51046,2025-07-10,jul,utilities,south,online,2,287.09
51047,2025-07-30,jul,utilities,east,in_store,5,262.51
51048,2025-07-10,jul,dining,south,online,5,51.51
51049,2025-07-07,jul,dining,east,online,1,175.34
51050,2025-07-21,jul,coffee,east,online,5,5.87
51051,2025-07-04,jul,coffee,west,in_store,2,11.45
51052,2025-07-13,jul,electronics,east,in_store,1,105.78
51053,2025-07-30,jul,groceries,east,in_store,1,29.88
51054,2025-07-21,jul,dining,south,online,1,105.65
51055,2025-07-02,jul,coffee,east,in_store,1,9.46
51056,2025-07-19,jul,coffee,north,in_store,5,12.53
51057,2025-07-13,jul,utilities,west,in_store,3,389.09
51058,2025-07-03,jul,groceries,south,in_store,5,83.27
51059,2025-07-25,jul,coffee,south,online,4,4.59
51060,2025-07-04,jul,electronics,east,in_store,3,1618.99
51061,2025-07-19,jul,coffee,south,online,2,13.61
51062,2025-07-20,jul,dining,south,in_store,5,37.78
51063,2025-07-15,jul,utilities,north,online,1,207.27
51064,2025-07-04,jul,groceries,north,in_store,4,77.81
51065,2025-07-03,jul,coffee,east,online,3,9.94
51066,2025-07-17,jul,groceries,east,in_store,1,138.19
51067,2025-07-17,jul,groceries,north,in_store,1,109.44
51068,2025-07-11,jul,coffee,east,online,5,9.44
51069,2025-07-10,jul,groceries,east,in_store,3,37.52
51070,2025-07-29,jul,dining,north,online,3,72.03
51071,2025-07-30,jul,groceries,south,online,3,215.31
51072,2025-07-13,jul,dining,east,online,1,134.84
51073,2025-07-25,jul,groceries,north,online,3,12.88
51074,2025-07-21,jul,transport,west,online,2,90.96
51075,2025-07-13,jul,groceries,west,online,4,37.46
51076,2025-07-28,jul,coffee,east,online,1,5.23
51077,2025-07-21,jul,groceries,south,in_store,5,36.98
51078,2025-07-31,jul,groceries,north,online,4,204.40
51079,2025-07-14,jul,transport,north,online,3,24.62
51080,2025-07-19,jul,coffee,west,online,5,10.13
51081,2025-07-30,jul,transport,east,online,5,30.06
51082,2025-07-15,jul,dining,south,in_store,2,126.25
51083,2025-07-08,jul,groceries,west,online,5,79.35
